##NAMES=Miyawakiite-(Y)
##RRUFFID=R250122
##IDEAL CHEMISTRY=[box]Y_4_Fe_2_(Si_8_O_20_)(CO_3_)_4_(H_2_O)_3_
##LOCALITY=Suishoyama, Kawamata, Fukushima, Japan
##OWNER=National Museum of Nature and Science, Tsukuba, Japan
##SOURCE=Daisuke Nishio-Hamane
##DESCRIPTION=Transparent  pale-yellow tiny crystals of granular, plate-like, or columnar shape. Type sample, described in Nishio-Hamane et al (2024)
##STATUS=The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis
##URL=https://www.rruff.net/odr/rruff_sample/R250122
##MEASURED CHEMISTRY=([box]_0.70_K_0.30_)(Y_2.95_Dy_0.21_Yb_0.12_Er_0.10_Gd_0.08_Sm_0.02_Tb_0.01_Ca_0.33_)(Fe^2+^_1.14_Mg_0.48_Mn_0.24_)Si_8_C_4_O_31.42_[(H_2_O)_2.70_(OH)_0.30_] ; Calculated on the basis of 4 C and 8 Si atoms per formula unit (apfu)
##DIFFRACTION SAMPLE DESCRIPTION=Single crystal, powder profile is calculated
##CELL PARAMETERS=a: 17.53637 b: 17.53637 c: 9.55702 alpha: 90 beta: 90 gamma: 90 volume: 2939.02 crystal system: tetragonal
##FILETYPE=Raman RAW
##RAMAN WAVELENGTH=785


Wave,Intensity
230.5,2775.73584
231.799805,2783.959961
233.099609,2746.569824
234.399414,2621.709229
235.698242,2580.462402
236.99707,2725.594727
238.295898,2758.547852
239.59375,2873.338867
240.892578,2735.04248
242.189453,2646.180664
243.487305,2570.607666
244.78418,2540.710938
246.081055,2697.491211
247.37793,2656.17627
248.673828,2683.453613
249.970703,2628.772705
251.265625,2501.611816
252.561523,2572.736816
253.856445,2575.220703
255.151367,2718.897705
256.446289,2511.488281
257.740234,2548.319092
259.03418,2548.889893
260.328125,2371.85791
261.621094,2530.93042
262.914063,2493.285889
264.207031,2495.755127
265.5,2484.845215
266.791992,2391.720947
268.083984,2508.905273
269.375977,2519.030273
270.666992,2531.072754
271.958008,2592.873047
273.249023,2576.227295
274.539063,2488.740479
275.829102,2531.423828
277.119141,2476.447266
278.40918,2402.288818
279.698242,2431.568115
280.987305,2470.443115
282.276367,2536.172852
283.564453,2463.878174
284.852539,2516.210938
286.140625,2522.528076
287.428711,2515.417236
288.71582,2485.273438
290.00293,2414.805176
291.289063,2294.385498
292.576172,2392.839355
293.862305,2312.698486
295.148438,2338.19165
296.433594,2448.251221
297.71875,2519.916992
299.003906,2443.577148
300.289063,2484.505859
301.573242,2454.285889
302.857422,2447.138428
304.141602,2461.154785
305.424805,2430.908691
306.708008,2335.194336
307.991211,2391.557129
309.273438,2432.536865
310.556641,2386.845215
311.838867,2425.915039
313.120117,2436.092773
314.402344,2409.648193
315.683594,2365.838379
316.963867,2260.294189
318.245117,2434.40918
319.525391,2321.11499
320.805664,2383.388428
322.085938,2270.032227
323.365234,2340.044678
324.644531,2332.841553
325.923828,2383.583008
327.202148,2337.745605
328.480469,2390.442871
329.758789,2406.438721
331.037109,2335.442383
332.314453,2305.022705
333.591797,2251.379395
334.869141,2249.946289
336.145508,2335.589111
337.421875,2334.173828
338.698242,2350.180664
339.973633,2282.932617
341.25,2378.342041
342.524414,2344.002197
343.799805,2352.274414
345.074219,2350.860107
346.349609,2299.044189
347.623047,2216.182373
348.897461,2234.129639
350.170898,2310.27832
351.444336,2355.417236
352.716797,2326.831543
353.990234,2144.887939
355.262695,2116.242432
356.535156,2145.842285
357.806641,2330.844727
359.078125,2275.021729
360.349609,2366.859619
361.621094,2291.582764
362.891602,2297.924561
364.162109,2183.708008
365.432617,2343.68042
366.702148,2182.733398
367.97168,2245.485107
369.241211,2175.918701
370.510742,2197.815674
371.779297,2239.193604
373.047852,2111.152344
374.316406,2047.337524
375.583984,2188.078613
376.851563,2153.485107
378.119141,2191
379.385742,2287.022705
380.65332,2246.577393
381.919922,2151.497314
383.185547,2257.329834
384.452148,2240.267822
385.717773,2199.775391
386.983398,2235.405518
388.248047,2122.641846
389.512695,2099.674561
390.777344,2205.635742
392.041992,2178.768311
393.305664,2177.297119
394.570313,2154.321045
395.833008,2143.06665
397.09668,2077.045166
398.359375,2048.162598
399.62207,2031.006714
400.884766,2007.971924
402.146484,2165.018799
403.408203,2234.0271
404.669922,2195.354492
405.930664,2207.593994
407.192383,2131.672119
408.453125,2190.935303
409.712891,2083.61377
410.973633,1964.481079
412.233398,1927.657349
413.492188,2004.580078
414.751953,1971.672363
416.010742,2121.243652
417.269531,2182.558105
418.52832,2082.919678
419.786133,2299.376953
421.043945,2172.223633
422.301758,2131.450684
423.55957,2035.64209
424.816406,1914.241455
426.073242,1948.083252
427.329102,1938.683228
428.585938,1817.180176
429.841797,1833.318848
431.097656,1800.276611
432.352539,1897.104492
433.607422,1993.974976
434.862305,2112.545166
436.117188,2136.643311
437.371094,2066.207031
438.625,1881.471802
439.878906,2025.73877
441.132813,1976.911621
442.385742,1924.119873
443.638672,1971.869995
444.891602,1974.278076
446.143555,1954.986816
447.395508,2056.050781
448.647461,2022.953735
449.899414,1924.69812
451.150391,1946.842651
452.401367,1856.426147
453.652344,1894.368042
454.902344,2066.68042
456.152344,2086.898926
457.402344,2018.176514
458.652344,1822.888794
459.901367,1787.695557
461.150391,1910.724609
462.399414,2031.829468
463.647461,2166.8396
464.895508,2084.187744
466.143555,2177.69458
467.391602,2051.444824
468.638672,2255.898682
469.885742,2210.832764
471.132813,1878.43335
472.378906,1771.824707
473.625,1671.115845
474.871094,1750.795654
476.117188,1814.644653
477.362305,1805.126465
478.607422,2009.885864
479.852539,2073.833984
481.097656,2080.24585
482.341797,1794.80603
483.585938,1743.569702
484.829102,1896.897339
486.073242,2092.013672
487.316406,2259.395508
488.55957,2228.091797
489.801758,2335.936279
491.043945,2101.811523
492.286133,2177.852783
493.52832,1963.483154
494.770508,1890.293457
496.011719,1719.550659
497.25293,1680.116089
498.493164,1963.22168
499.733398,2029.374512
500.973633,1997.949585
502.213867,2032.260254
503.454102,1998.828979
504.693359,2096.939941
505.932617,2219.018555
507.170898,2291.296875
508.410156,2162.151367
509.648438,2104.770752
510.885742,2105.233643
512.124023,2031.847534
513.361328,2070.225098
514.598633,2142.565186
515.835938,2137.044434
517.072266,2227.409668
518.308594,1974.13855
519.544922,2118.468506
520.78125,2078.954102
522.016602,2291.35083
523.251953,2259.856445
524.487305,2140.334229
525.72168,2030.763062
526.956055,1865.110229
528.19043,2025.650391
529.424805,2032.101563
530.658203,2124.66333
531.891602,2213.259521
533.125,2466.172607
534.357422,2440.664307
535.59082,2427.170166
536.823242,2570.037354
538.054688,2512.452148
539.287109,2597.238281
540.518555,2467.416504
541.75,2614.430176
542.980469,2364.139893
544.210938,2328.526367
545.442383,2371.200684
546.671875,2255.243408
547.902344,2295.911621
549.131836,2316.506348
550.361328,2413.472656
551.589844,2363.752197
552.819336,2410.510498
554.047852,2465.33252
555.276367,2339.159912
556.503906,2208.908691
557.731445,2418.661377
558.958984,2300.445557
560.186523,2306.989014
561.414063,2237.02124
562.640625,2283.83252
563.867188,2227.929688
565.092773,2200.209717
566.318359,2041.484131
567.543945,2027.821167
568.769531,1907.295166
569.995117,1776.633179
571.219727,1734.664185
572.444336,1755.218872
573.668945,1894.840576
574.892578,1917.45752
576.116211,2002.667603
577.339844,2037.43335
578.563477,2153.002197
579.786133,2030.244507
581.008789,2093.326904
582.231445,2356.518555
583.453125,2264.046387
584.674805,2428.31665
585.896484,2347.953613
587.118164,2399.036865
588.338867,2351.003906
589.55957,2487.104492
590.780273,2404.65918
592.000977,2344.447998
593.220703,2217.38501
594.44043,2369.778564
595.660156,2459.435791
596.878906,2626.133057
598.098633,2663.188965
599.317383,2625.253662
600.535156,2637.993164
601.753906,2555.416992
602.97168,2618.860352
604.189453,2584.939453
605.40625,2561.150879
606.623047,2596.218018
607.839844,2399.843506
609.056641,2664.367432
610.273438,2561.357422
611.489258,2423.763916
612.705078,2302.367188
613.919922,2345.553223
615.135742,2405.021729
616.350586,2377.078613
617.56543,2414.207031
618.779297,2483.900391
619.994141,2612.632324
621.208008,2672.223145
622.421875,2483.490723
623.634766,2490.140869
624.847656,2606.766357
626.060547,2753.997559
627.273438,2736.26123
628.485352,2661.456787
629.697266,2743.56958
630.90918,2617.764648
632.121094,2777.393066
633.332031,2649.500732
634.542969,2556.233887
635.753906,2483.331787
636.964844,2338.963135
638.174805,2317.01709
639.384766,2384.903564
640.59375,2424.227051
641.803711,2341.002197
643.012695,2474.320313
644.22168,2421.724365
645.430664,2422.251709
646.638672,2453.447266
647.84668,2441.711426
649.054688,2421.788818
650.261719,2377.306641
651.469727,2535.390869
652.676758,2519.568604
653.882813,2741.215576
655.089844,2633.286377
656.295898,2633.859375
657.501953,2478.74292
658.708008,2262.088867
659.913086,2264.630371
661.118164,2275.372314
662.323242,2407.088379
663.52832,2637.298828
664.732422,2738.382324
665.936523,2537.914063
667.140625,2437.912354
668.34375,2247.554199
669.547852,2424.601318
670.750977,2568.870117
671.953125,2637.207031
673.15625,2724.062744
674.358398,2837.668213
675.560547,2597.822021
676.762695,2509.991943
677.963867,2586.614014
679.165039,2733.193115
680.366211,2768.756104
681.567383,2658.253906
682.767578,2339.85376
683.967773,2354.770508
685.167969,2550.869141
686.367188,2763.526611
687.566406,2743.529541
688.765625,2762.666504
689.964844,2808.599365
691.164063,2772.109863
692.362305,2564.500488
693.560547,2573.304688
694.757813,2602.736572
695.956055,2774.516846
697.15332,2688.460693
698.350586,2682.852783
699.546875,2607.060059
700.744141,2642.724121
701.94043,2692.858887
703.135742,2544.725098
704.332031,2778.731689
705.527344,2828.928223
706.722656,2604.25293
707.917969,2582.077148
709.112305,2638.466309
710.307617,2889.291748
711.501953,2910.604492
712.695313,2902.95874
713.889648,2855.988037
715.083008,2775.876465
716.276367,2828.239258
717.46875,2828.851807
718.662109,2694.826904
719.854492,2699.553955
721.045898,2824.473389
722.238281,2775.340332
723.429688,2753.136719
724.621094,2639.685059
725.8125,2787.513672
727.003906,2742.478027
728.194336,2767.970947
729.384766,2926.299805
730.574219,2823.141113
731.764648,2773.920898
732.954102,2718.449219
734.143555,2837.437012
735.333008,2914.92334
736.521484,3098.425537
737.709961,3030.503906
738.898438,2995.81665
740.086914,3085.880127
741.274414,2992.952637
742.461914,3164.187012
743.649414,2994.246826
744.835938,3159.311523
746.023438,2989.296631
747.209961,2937.889404
748.395508,2930.193848
749.582031,3184.957031
750.767578,3043.968506
751.953125,3065.465576
753.138672,3028.608887
754.323242,3033.432861
755.507813,3023.661621
756.692383,2963.828369
757.876953,3133.449463
759.060547,3036.054199
760.245117,3105.58374
761.427734,3152.179932
762.611328,3234.291992
763.793945,3113.86084
764.976563,3162.577393
766.15918,3048.346436
767.341797,3155.583496
768.523438,3246.144775
769.705078,3430.826172
770.886719,3197.358398
772.067383,3244.063232
773.249023,3131.792725
774.429688,3048.768311
775.609375,3254.534912
776.790039,3248.956543
777.969727,3239.187988
779.149414,3419.996338
780.329102,3408.165283
781.507813,3325.091797
782.686523,3227.312744
783.865234,3238.48877
785.043945,3299.987061
786.22168,3239.88501
787.400391,3160.879395
788.577148,3293.729248
789.754883,3216.799316
790.931641,3347.619141
792.108398,3451.204834
793.285156,3517.039551
794.461914,3561.900879
795.637695,3480.743408
796.813477,3351.22583
797.989258,3295.206055
799.165039,3344.26123
800.339844,3191.503174
801.514648,3339.392578
802.689453,3348.524902
803.863281,3427.085938
805.037109,3457.283203
806.210938,3409.618896
807.384766,3555.608398
808.558594,3558.479004
809.731445,3563.456543
810.904297,3446.258301
812.076172,3537.599365
813.249023,3361.336914
814.420898,3541.229004
815.592773,3487.174072
816.764648,3513.229248
817.935547,3490.782959
819.106445,3590.688721
820.277344,3661.095459
821.448242,3471.928711
822.618164,3552.894775
823.788086,3703.575195
824.958008,3622.004639
826.12793,3593.209229
827.296875,3708.075928
828.46582,3575.733643
829.634766,3614.549561
830.802734,3613.21167
831.97168,3573.808838
833.139648,3519.583008
834.307617,3528.801025
835.474609,3690.378174
836.641602,3765.247803
837.80957,3895.190186
838.975586,3684.285889
840.142578,3757.083984
841.308594,3683.749268
842.474609,3754.459229
843.640625,3734.072754
844.805664,3650.086914
845.97168,3631.788818
847.136719,3740.718018
848.300781,3847.57251
849.46582,3875.977295
850.629883,3798.296387
851.793945,3835.192139
852.958008,3827.522949
854.121094,3885.67334
855.28418,3920.486816
856.447266,3921.327393
857.610352,3881.799072
858.772461,3812.501465
859.93457,3857.956055
861.09668,3996.976318
862.258789,3904.266602
863.419922,3943.388428
864.582031,3863.391602
865.742188,3940.822754
866.90332,3926.768555
868.064453,3865.875
869.224609,3996.58667
870.384766,3897.346924
871.543945,3896.05127
872.704102,3899.016113
873.863281,4070.336426
875.021484,4069.076172
876.180664,3950.556641
877.338867,3983.388672
878.498047,4075.955811
879.655273,4102.428223
880.813477,3990.2146
881.970703,4142.601074
883.12793,4177.642578
884.285156,4127.29248
885.442383,4091.869629
886.598633,3960.307373
887.754883,4245.314941
888.911133,4098.77002
890.067383,4232.168945
891.222656,4243.763184
892.37793,4287.438477
893.533203,4172.85791
894.6875,4173.75
895.842773,4303.026855
896.99707,4233.320313
898.150391,4146.458008
899.304688,4318.633301
900.458008,4231.751465
901.611328,4314.053223
902.764648,4317.117188
903.917969,4243.036621
905.070313,4211.791504
906.222656,4244.849121
907.375,4277.920898
908.526367,4373.20459
909.678711,4393.445801
910.830078,4424.42334
911.980469,4197.875977
913.131836,4276.049805
914.282227,4392.904785
915.432617,4428.202637
916.583008,4463.515625
917.732422,4286.147461
918.882813,4375.166992
920.032227,4401.893066
921.180664,4473.776367
922.330078,4590.845703
923.478516,4533.754883
924.626953,4278.72998
925.775391,4410.893555
926.922852,4485.005859
928.071289,4533.318848
929.21875,4411.562988
930.365234,4341.437988
931.512695,4566.374512
932.65918,4425.157227
933.805664,4473.507324
934.952148,4362.383789
936.097656,4514.21875
937.244141,4420.305664
938.389648,4559.276855
939.53418,4588.291504
940.679688,4718.726563
941.824219,4480.184082
942.96875,4589.065918
944.113281,4566.294434
945.257813,4549.991211
946.401367,4522.880859
947.544922,4551.929199
948.688477,4682.548828
949.831055,4690.029785
950.973633,4660.763672
952.116211,4663.917969
953.258789,4699.513672
954.401367,4525.298828
955.542969,4571.697754
956.68457,4271.865234
957.826172,4266.280762
958.966797,4342.962891
960.107422,4488.97168
961.248047,4652.370117
962.388672,4631.695801
963.529297,4604.512207
964.668945,4839.558594
965.808594,4714.858398
966.948242,4774.402344
968.086914,4901.200684
969.226563,4854.521484
970.365234,4701.512207
971.50293,4895.646484
972.641602,4890.175781
973.779297,4858.650391
974.916992,4748.939453
976.054688,4951.935059
977.192383,4816.128418
978.329102,4858.435059
979.46582,4865.987305
980.602539,4821.37207
981.738281,4841.963867
982.875,4923.455078
984.010742,4935.376465
985.145508,4962.531738
986.28125,4952.705078
987.416016,4977.698242
988.550781,4878.61377
989.685547,4997.230957
990.820313,5128.966309
991.954102,5175.800293
993.087891,5257.515625
994.22168,5084.287598
995.355469,5120.242676
996.488281,5071.184082
997.621094,5227.087891
998.753906,5175.849121
999.886719,5244.57666
1001.018555,5289.330566
1002.150391,5185.690918
1003.282227,5075.458008
1004.414063,5142.037598
1005.544922,5173.702637
1006.675781,5345.181152
1007.806641,5223.962891
1008.9375,5157.325684
1010.067383,5396.667969
1011.197266,5321.293457
1012.327148,5178.099121
1013.457031,5102.645508
1014.585938,5099.351563
1015.714844,5091.679199
1016.84375,4981.14209
1017.972656,4804.886719
1019.101563,4821.230957
1020.229492,5039.056152
1021.357422,5020.409668
1022.484375,5242.750488
1023.612305,5370.958008
1024.739258,5497.027344
1025.866211,5399.539063
1026.993164,5617.762207
1028.119141,5529.030273
1029.245117,5745.178711
1030.371094,5584.029785
1031.49707,5820.03125
1032.623047,5753.216309
1033.748047,5833.472168
1034.873047,5667.812012
1035.998047,5875.476074
1037.12207,5819.599609
1038.24707,5697.777832
1039.371094,5894.589844
1040.495117,5955.19043
1041.618164,5901.480469
1042.741211,6045.677734
1043.864258,6161.340332
1044.987305,6235.247559
1046.110352,6238.766113
1047.232422,6482.20459
1048.354492,6406.52002
1049.476563,6535.59082
1050.598633,6453.277832
1051.719727,6644.094727
1052.84082,6779.906738
1053.961914,6871.697754
1055.083008,6983.366699
1056.203125,6973.817871
1057.323242,7067.912109
1058.443359,7102.490723
1059.563477,7335.642578
1060.682617,7288.644531
1061.802734,7636.704102
1062.921875,7779.603027
1064.040039,8068.294434
1065.15918,8401.27832
1066.277344,8555.472656
1067.395508,8952.773438
1068.513672,9266.263672
1069.630859,9814.188477
1070.749023,9995.338867
1071.866211,10298.189453
1072.982422,10725.027344
1074.099609,11359.999023
1075.21582,12088.171875
1076.332031,12719.270508
1077.448242,13485.667969
1078.564453,14316.597656
1079.679688,15003.928711
1080.794922,15813.376953
1081.910156,16889.029297
1083.025391,17852.119141
1084.139648,18731.386719
1085.253906,19797.248047
1086.368164,20799.251953
1087.482422,21806.111328
1088.595703,23328.050781
1089.708984,24071.828125
1090.822266,25055.597656
1091.935547,26099.714844
1093.047852,26555.914063
1094.160156,27407.583984
1095.272461,27466.664063
1096.384766,28427.740234
1097.49707,28678.154297
1098.608398,29179.820313
1099.719727,29459.394531
1100.831055,29387.773438
1101.941406,29689.744141
1103.051758,30174.244141
1104.162109,29679.994141
1105.272461,29403.619141
1106.382813,29236.191406
1107.492188,28647.923828
1108.601563,28083.900391
1109.710938,27495.136719
1110.820313,26534.099609
1111.928711,26158.664063
1113.037109,24708.867188
1114.145508,24591.462891
1115.253906,23860.875
1116.361328,23078.6875
1117.46875,22278.326172
1118.576172,21330.382813
1119.683594,20741.300781
1120.791016,19995.736328
1121.897461,19651.6875
1123.003906,18934.605469
1124.110352,18581.251953
1125.21582,17859.173828
1126.321289,17465.226563
1127.426758,17109.103516
1128.532227,16388.492188
1129.637695,16291.330078
1130.742188,15894.482422
1131.84668,15866.507813
1132.951172,15943.664063
1134.055664,15687.456055
1135.15918,15836.220703
1136.262695,16088.017578
1137.366211,16469.779297
1138.469727,16849.458984
1139.572266,17755.675781
1140.674805,18507.685547
1141.777344,19416.867188
1142.879883,20667.109375
1143.982422,22415.550781
1145.083984,24673.712891
1146.185547,27289.416016
1147.287109,29886.025391
1148.387695,32793.347656
1149.488281,36283.117188
1150.589844,39614.980469
1151.689453,43188.464844
1152.790039,46379.453125
1153.889648,49102.363281
1154.989258,51273.777344
1156.088867,53459.578125
1157.188477,54120.289063
1158.287109,54432.851563
1159.386719,54424.023438
1160.484375,53445.9375
1161.583008,52177.28125
1162.681641,50134.160156
1163.779297,48029.425781
1164.876953,45989.074219
1165.974609,43610.1875
1167.071289,40575.066406
1168.167969,38525.109375
1169.264648,35381.773438
1170.361328,33059.492188
1171.458008,30966.101563
1172.553711,28542.744141
1173.649414,26833.044922
1174.745117,24845.267578
1175.84082,23321.279297
1176.935547,22085.40625
1178.030273,20821.939453
1179.125,19939.349609
1180.219727,18803.570313
1181.314453,17683.119141
1182.408203,17169.671875
1183.501953,16619.871094
1184.595703,16329.648438
1185.688477,15912.760742
1186.78125,15357.828125
1187.875,15125.933594
1188.966797,15147.18457
1190.05957,14539.724609
1191.151367,14425.137695
1192.243164,14124.973633
1193.334961,13980.831055
1194.426758,13986.016602
1195.517578,13551.998047
1196.609375,13550.301758
1197.700195,13505.570313
1198.790039,13261.466797
1199.880859,13472.695313
1200.970703,13126.49707
1202.060547,13312.848633
1203.150391,13234.008789
1204.240234,13118.850586
1205.329102,13173.758789
1206.417969,12781.758789
1207.506836,13186.068359
1208.594727,13093.49707
1209.683594,12857.870117
1210.771484,12919.589844
1211.859375,12799.649414
1212.947266,12863.652344
1214.03418,12784.544922
1215.121094,12594.052734
1216.208008,12398.93457
1217.294922,12458.356445
1218.381836,12319.974609
1219.467773,12609.115234
1220.553711,12577.623047
1221.639648,12443.727539
1222.725586,12596.525391
1223.810547,12489.891602
1224.895508,12442.407227
1225.980469,12574.803711
1227.06543,12816.583008
1228.149414,12543.59668
1229.233398,12632.800781
1230.317383,12494.12793
1231.401367,12656.303711
1232.485352,12902.90918
1233.568359,12948.928711
1234.651367,12924.254883
1235.734375,12849.376953
1236.816406,12936.486328
1237.899414,13025.915039
1238.981445,13352.802734
1240.063477,13609.041016
1241.145508,13442.869141
1242.226563,13927.666016
1243.307617,13898.579102
1244.388672,14020.308594
1245.469727,14192.375
1246.550781,14421.668945
1247.630859,14717.37207
1248.710938,14786.764648
1249.791016,14979.719727
1250.870117,15449.620117
1251.950195,15553.535156
1253.029297,15808.574219
1254.108398,16024.793945
1255.1875,16351.026367
1256.265625,16464.375
1257.34375,16983.277344
1258.421875,17044.097656
1259.5,17664.179688
1260.578125,17578.449219
1261.655273,17946.677734
1262.732422,18131.587891
1263.80957,18497.791016
1264.885742,18419.039063
1265.962891,18675.298828
1267.039063,18587.369141
1268.115234,18864.431641
1269.191406,18877.537109
1270.266602,18603.554688
1271.341797,18375.402344
1272.416992,18448.150391
1273.492188,18026.822266
1274.567383,17722.548828
1275.641602,17330.783203
1276.71582,17315.986328
1277.790039,16719.261719
1278.864258,15993.458008
1279.9375,16111.831055
1281.010742,15910.341797
1282.083984,15250.672852
1283.157227,15111.085938
1284.229492,14503.943359
1285.302734,14329.59082
1286.375,13756.589844
1287.447266,13434.527344
1288.518555,13243.707031
1289.59082,13006.701172
1290.662109,12647.386719
1291.733398,12223.34668
1292.803711,12193.587891
1293.875,12029.996094
1294.945313,11861.71875
1296.015625,11744.152344
1297.085938,11460.311523
1298.155273,11241.008789
1299.225586,11007.755859
1300.294922,11028.519531
1301.364258,10896.791016
1302.432617,10855.139648
1303.501953,10788.042969
1304.570313,10785.654297
1305.638672,10658.389648
1306.707031,10646.719727
1307.774414,10759.973633
1308.841797,10681.214844
1309.90918,10391.808594
1310.976563,10669.436523
1312.043945,10532.722656
1313.110352,10409.847656
1314.176758,10546.352539
1315.243164,10539.269531
1316.30957,10365.335938
1317.375977,10314.172852
1318.441406,10406.72168
1319.506836,10165.407227
1320.572266,9993.569336
1321.636719,10127.861328
1322.701172,9993.066406
1323.766602,9686.485352
1324.830078,9862.576172
1325.894531,9866.939453
1326.958984,9571.75
1328.022461,9708.441406
1329.085938,9487.43457
1330.149414,9514.957031
1331.211914,9293.817383
1332.274414,9400.342773
1333.337891,9265.112305
1334.399414,9090.291992
1335.461914,8982.851563
1336.523438,8935.853516
1337.585938,8802.740234
1338.647461,8602.076172
1339.708008,8566.608398
1340.769531,8496.199219
1341.830078,8684.263672
1342.890625,8390.233398
1343.951172,8382.648438
1345.011719,8230.581055
1346.071289,8269.574219
1347.130859,8171.039063
1348.19043,8212.366211
1349.25,8216.395508
1350.308594,7795.874023
1351.368164,7916.476563
1352.426758,7841.100586
1353.485352,7611.639648
1354.542969,7578.191895
1355.600586,7533.054688
1356.65918,7644.382324
1357.716797,7508.132324
1358.773438,7453.60498
1359.831055,7270.517578
1360.887695,7554.85791
1361.944336,7390.418945
1363.000977,7356.866699
1364.056641,7313.944336
1365.113281,7100.224121
1366.168945,7202.305664
1367.224609,7257.621094
1368.280273,7240.391113
1369.334961,7007.746582
1370.389648,7126.284668
1371.444336,7066.853516
1372.499023,6948.82666
1373.553711,6905.736328
1374.607422,6883.722168
1375.661133,6976.567871
1376.714844,6928.766113
1377.768555,7070.90918
1378.821289,7009.031738
1379.875,7033.938477
1380.927734,7112.828613
1381.979492,7050.92041
1383.032227,6956.119141
1384.083984,6889.456055
1385.136719,7045.884766
1386.1875,6795.981445
1387.239258,6950.10498
1388.291016,6873.983398
1389.341797,6734.365234
1390.392578,6893.272461
1391.443359,6960.534668
1392.493164,6839.663086
1393.543945,6735.208496
1394.59375,6910.71582
1395.643555,6890.957031
1396.692383,7033.612793
1397.742188,6886.730469
1398.791016,6975.279785
1399.839844,7146.304688
1400.888672,7143.063477
1401.9375,7031.426758
1402.985352,7047.014648
1404.033203,7015.461426
1405.081055,7130.080078
1406.128906,7013.630859
1407.175781,7085.837402
1408.223633,7087.294434
1409.270508,6970.763184
1410.316406,6932.072266
1411.363281,7037.370117
1412.40918,7140.349609
1413.456055,7205.583496
1414.501953,7013.364258
1415.546875,7031.344238
1416.592773,7252.563965
1417.637695,7256.417969
1418.682617,7127.881348
1419.727539,7275.952637
